Date,Hogs_sweight
1991-09,227.33333333333334
1991-10,229.0
1991-11,231.66666666666666
1991-12,230.66666666666666
1992-01,231.0
1992-02,229.0
1992-03,228.0
1992-04,229.0
1992-05,230.33333333333334
1992-06,230.0
1992-07,227.66666666666666
1992-08,226.33333333333334
1992-09,227.66666666666666
1992-10,228.0
1992-11,230.66666666666666
1992-12,230.66666666666666
1993-01,230.66666666666666
1993-02,229.33333333333334
1993-03,229.33333333333334
1993-04,230.66666666666666
1993-05,230.66666666666666
1993-06,231.66666666666666
1993-07,230.33333333333334
1993-08,228.33333333333334
1993-09,228.66666666666666
1993-10,230.66666666666666
1993-11,233.0
1993-12,233.66666666666666
1994-01,231.0
1994-02,230.66666666666666
1994-03,231.0
1994-04,232.0
1994-05,232.0
1994-06,232.66666666666666
1994-07,229.0
1994-08,229.0
1994-09,231.33333333333334
1994-10,234.33333333333334
1994-11,237.0
1994-12,236.0
1995-01,233.66666666666666
1995-02,232.33333333333334
1995-03,233.0
1995-04,234.33333333333334
1995-05,234.33333333333334
1995-06,233.66666666666666
1995-07,232.0
1995-08,229.33333333333334
1995-09,228.33333333333334
1995-10,231.66666666666666
1995-11,235.0
1995-12,234.33333333333334
1996-01,233.66666666666666
1996-02,231.33333333333334
1996-03,230.66666666666666
1996-04,231.33333333333334
1996-05,231.33333333333334
1996-06,231.33333333333334
1996-07,228.66666666666666
1996-08,227.66666666666666
1996-09,228.0
1996-10,232.0
1996-11,234.66666666666666
1996-12,234.33333333333334
1997-01,234.33333333333334
1997-02,233.66666666666666
1997-03,233.33333333333334
1997-04,233.33333333333334
1997-05,233.66666666666666
1997-06,234.0
1997-07,230.66666666666666
1997-08,229.33333333333334
1997-09,232.0
1997-10,234.33333333333334
1997-11,237.33333333333334
1997-12,237.0
1998-01,236.33333333333334
1998-02,235.33333333333334
1998-03,234.33333333333334
1998-04,234.33333333333334
1998-05,233.33333333333334
1998-06,232.66666666666666
1998-07,230.0
1998-08,229.66666666666666
1998-09,230.66666666666666
1998-10,234.33333333333334
1998-11,238.33333333333334
1998-12,237.66666666666666
1999-01,236.33333333333334
1999-02,236.33333333333334
1999-03,236.66666666666666
1999-04,237.33333333333334
1999-05,237.0
1999-06,237.0
1999-07,234.0
1999-08,231.66666666666666
1999-09,233.0
1999-10,236.33333333333334
1999-11,239.0
1999-12,238.66666666666666
2000-01,239.66666666666666
2000-02,239.33333333333334
2000-03,239.66666666666666
2000-04,240.33333333333334
2000-05,240.66666666666666
2000-06,240.0
2000-07,237.33333333333334
2000-08,236.0
2000-09,237.33333333333334
2000-10,240.0
2000-11,242.66666666666666
2000-12,242.33333333333334
2001-01,242.33333333333334
2001-02,241.66666666666666
2001-03,241.33333333333334
2001-04,242.33333333333334
2001-05,241.66666666666666
2001-06,241.0
2001-07,238.33333333333334
2001-08,236.0
2001-09,239.66666666666666
2001-10,244.0
2001-11,246.0
2001-12,245.0
2002-01,245.33333333333334
2002-02,244.33333333333334
2002-03,244.33333333333334
2002-04,245.0
2002-05,244.33333333333334
2002-06,243.0
2002-07,238.33333333333334
2002-08,237.0
2002-09,238.33333333333334
2002-10,241.33333333333334
2002-11,245.0
2002-12,245.0
2003-01,245.33333333333334
2003-02,244.33333333333334
2003-03,245.33333333333334
2003-04,245.33333333333334
2003-05,245.0
2003-06,243.33333333333334
2003-07,240.33333333333334
2003-08,238.66666666666666
2003-09,240.66666666666666
2003-10,244.66666666666666
2003-11,246.66666666666666
2003-12,246.33333333333334
2004-01,246.33333333333334
2004-02,245.33333333333334
2004-03,245.33333333333334
2004-04,245.66666666666666
2004-05,243.66666666666666
2004-06,242.33333333333334
2004-07,240.33333333333334
2004-08,240.33333333333334
2004-09,243.0
2004-10,244.33333333333334
2004-11,247.33333333333334
2004-12,247.33333333333334
2005-01,247.33333333333334
2005-02,247.33333333333334
2005-03,248.33333333333334
2005-04,248.33333333333334
2005-05,247.33333333333334
2005-06,246.0
2005-07,242.33333333333334
2005-08,240.33333333333334
2005-09,242.66666666666666
2005-10,246.0
2005-11,249.0
2005-12,249.0
2006-01,250.33333333333334
2006-02,249.0
2006-03,249.0
2006-04,249.33333333333334
2006-05,248.0
2006-06,244.66666666666666
2006-07,241.66666666666666
2006-08,240.0
2006-09,244.0
2006-10,246.33333333333334
2006-11,249.0
2006-12,248.33333333333334
2007-01,248.33333333333334
2007-02,247.0
2007-03,248.0
2007-04,247.66666666666666
2007-05,246.66666666666666
2007-06,244.66666666666666
2007-07,242.33333333333334
2007-08,241.33333333333334
2007-09,244.33333333333334
2007-10,247.33333333333334
2007-11,249.66666666666666
2007-12,249.33333333333334
2008-01,250.33333333333334
2008-02,248.33333333333334
2008-03,248.66666666666666
2008-04,247.0
2008-05,245.66666666666666
2008-06,243.66666666666666
2008-07,240.33333333333334
2008-08,239.0
2008-09,243.66666666666666
2008-10,246.66666666666666
2008-11,248.33333333333334
2008-12,248.0
2009-01,249.66666666666666
2009-02,249.33333333333334
2009-03,249.33333333333334
2009-04,249.33333333333334
2009-05,249.0
2009-06,247.0
2009-07,245.0
2009-08,245.66666666666666
2009-09,247.33333333333334
2009-10,249.0
2009-11,249.33333333333334
2009-12,247.33333333333334
2010-01,249.33333333333334
2010-02,248.0
2010-03,249.33333333333334
2010-04,250.33333333333334
2010-05,249.66666666666666
2010-06,248.33333333333334
2010-07,246.33333333333334
2010-08,244.66666666666666
2010-09,247.66666666666666
2010-10,252.66666666666666
2010-11,254.66666666666666
2010-12,254.33333333333334
2011-01,255.0
2011-02,254.33333333333334
2011-03,254.66666666666666
2011-04,254.0
2011-05,252.33333333333334
2011-06,250.0
2011-07,245.66666666666666
2011-08,243.66666666666666
2011-09,247.66666666666666
2011-10,252.33333333333334
2011-11,255.0
2011-12,254.66666666666666
2012-01,255.33333333333334
2012-02,254.66666666666666
2012-03,255.66666666666666
2012-04,255.33333333333334
2012-05,254.0
2012-06,251.0
2012-07,246.33333333333334
2012-08,246.33333333333334
2012-09,248.0
2012-10,250.66666666666666
2012-11,252.66666666666666
2012-12,253.0
2013-01,254.0
2013-02,253.66666666666666
2013-03,254.0
2013-04,254.0
2013-05,252.66666666666666
2013-06,251.0
2013-07,248.33333333333334
2013-08,248.33333333333334
2013-09,250.33333333333334
2013-10,255.0
2013-11,259.3333333333333
2013-12,259.6666666666667
2014-01,260.3333333333333
2014-02,259.6666666666667
2014-03,261.3333333333333
2014-04,263.3333333333333
2014-05,263.3333333333333
2014-06,261.3333333333333
2014-07,260.0
2014-08,259.0
2014-09,259.3333333333333
2014-10,262.0
2014-11,262.6666666666667
2014-12,262.6666666666667
2015-01,263.3333333333333
2015-02,261.6666666666667
2015-03,261.3333333333333
2015-04,261.0
2015-05,260.3333333333333
2015-06,258.6666666666667
2015-07,256.6666666666667
2015-08,255.0
2015-09,256.6666666666667
2015-10,259.6666666666667
2015-11,261.3333333333333
2015-12,261.0
2016-01,261.6666666666667
2016-02,259.6666666666667
2016-03,260.3333333333333
2016-04,261.3333333333333
2016-05,259.6666666666667
2016-06,257.3333333333333
2016-07,255.0
2016-08,253.0
2016-09,256.3333333333333
2016-10,258.3333333333333
2016-11,259.3333333333333
2016-12,259.0
2017-01,260.6666666666667
2017-02,260.0
2017-03,260.3333333333333
2017-04,261.0
2017-05,258.3333333333333
2017-06,255.33333333333334
2017-07,253.66666666666666
2017-08,254.66666666666666
2017-09,258.3333333333333
2017-10,259.0
2017-11,261.6666666666667
2017-12,262.0
2018-01,262.0
2018-02,262.0
2018-03,262.3333333333333
2018-04,263.0
2018-05,261.0
2018-06,256.3333333333333
2018-07,253.66666666666666
2018-08,254.66666666666666
2018-09,256.3333333333333
2018-10,259.0
2018-11,261.3333333333333
2018-12,262.0
2019-01,263.6666666666667
2019-02,263.0
2019-03,262.6666666666667
2019-04,263.0
2019-05,263.0
2019-06,261.0
2019-07,256.3333333333333
2019-08,255.33333333333334
2019-09,258.0
2019-10,260.6666666666667
2019-11,263.6666666666667
2019-12,263.6666666666667
2020-01,265.3333333333333
2020-02,263.6666666666667
2020-03,263.6666666666667
2020-04,265.0
2020-05,269.0
2020-06,263.6666666666667
2020-07,259.0
2020-08,258.6666666666667
2020-09,260.6666666666667
2020-10,266.0
2020-11,269.0
2020-12,269.0
2021-01,270.0
2021-02,266.3333333333333
2021-03,266.3333333333333
2021-04,265.6666666666667
2021-05,263.6666666666667
2021-06,260.0
2021-07,257.3333333333333
2021-08,256.3333333333333
2021-09,259.0
2021-10,263.3333333333333
2021-11,266.0
2021-12,267.3333333333333
2022-01,269.0
2022-02,268.0
2022-03,268.0
2022-04,268.3333333333333
2022-05,266.6666666666667
2022-06,263.6666666666667
2022-07,260.0
2022-08,258.0
2022-09,260.6666666666667
2022-10,263.6666666666667
2022-11,265.3333333333333
2022-12,267.0
2023-01,268.0
2023-02,266.0
2023-03,267.0
2023-04,266.3333333333333
2023-05,264.3333333333333
2023-06,259.6666666666667
2023-07,257.0
2023-08,254.0
2023-09,257.0
2023-10,260.6666666666667
2023-11,264.3333333333333
2023-12,266.3333333333333
2024-01,267.8369195190002
2024-02,266.4641102772441
2024-03,266.95024077909494
2024-04,267.1869476057353
2024-05,266.3031691110126
2024-06,262.8997473485592
2024-07,259.9461819248113
2024-08,258.6419998762126
2024-09,261.2288726857077
2024-10,264.6108365333589
2024-11,267.21543768519666
2024-12,268.2376536298986
2025-01,269.49530879190326
2025-02,268.02452420434344
2025-03,268.4114792736469
2025-04,268.56406438838724
2025-05,267.6170196455205
2025-06,264.1818048207086
2025-07,261.20086788948174
2025-08,259.8622067278763
2025-09,262.387082004676
2025-10,265.7055269894585
2025-11,268.2579913061791
2025-12,269.24580144901023
2026-01,270.4704772747472
2026-02,268.9933648268324
2026-03,269.36047615954453
2026-04,269.4974878832574
2026-05,268.54633770709114
2026-06,265.13026092203046
2026-07,262.1659685742614
2026-08,260.8309628689757
2026-09,263.32707741992266
2026-10,266.61081447872385
2026-11,269.13601777949435
2026-12,270.1108285900176
2027-01,271.32105366360156
2027-02,269.8534343676529
2027-03,270.2144998370264
2027-04,270.34784926018295
2027-05,269.40280666993397
2027-06,266.01449780588877
2027-07,263.07430747579485
2027-08,261.7494953065733
2027-09,264.2227763758133
2027-10,267.47701351583714
2027-11,269.97943308755123
2027-12,270.94502248432946
2028-01,272.1440897397818
2028-02,270.68861892380903
2028-03,271.0460569314736
2028-04,271.1778205991989
2028-05,270.24059984979414
2028-06,266.8813454693846
2028-07,263.9663681646316
2028-08,262.6528019304344
2028-09,265.1044333847671
2028-10,268.3302784274298
2028-11,270.81084819303516
2028-12,271.7679325499854
2029-01,272.9564887516102
2029-02,271.5135364540319
2029-03,271.8677892779387
2029-04,271.9983359956637
2029-05,271.0691761316407
2029-06,267.7389895430453
2029-07,264.84923587392257
2029-08,263.5470161601115
2029-09,265.9773568867715
2029-10,269.17520393407597
2029-11,271.6342411911096
2029-12,272.5830047529522
2030-01,273.7612365348399
2030-02,272.33077676624947
2030-03,272.6819433570483
2030-04,272.81134532737326
2030-05,271.8902297463526
2030-06,268.5889049916137
2030-07,265.72419607623704
2030-08,264.4332589077654
2030-09,266.8425232155313
2030-10,270.0126406904287
2030-11,272.4503543208323
2030-12,273.39088841461376
2031-01,274.55890186955907
2031-02,273.1408406567622
2031-03,273.48896015778314
2031-04,273.6172380105036
2031-05,272.70410622344
2031-06,269.4314010769049
2031-07,266.59152669683635
2031-08,265.3117802304953
2031-09,267.7001560058708
2031-10,270.84278877458615
2031-11,273.25936750177476
2031-12,274.1917468059315
2032-01,275.3496334027331
2032-02,273.943865743439
2032-03,274.2889667226874
2032-04,274.416132062352
