Date,Beef_dpp
2024-01,11.914329976592818
2024-02,10.748082999738314
2024-03,11.728890592319285
2024-04,11.135018946310142
2024-05,11.776312918629587
2024-06,11.86025030416438
2024-07,11.844896774055366
2024-08,12.38935230404977
2024-09,11.260748535315525
2024-10,12.658602150445073
2024-11,11.772333444350247
2024-12,11.311140042615433
2025-01,12.042209875830887
2025-02,10.446743374029657
2025-03,11.681530523285796
2025-04,11.394331951370148
2025-05,11.296448452598478
2025-06,11.979857282414372
2025-07,12.065823132314303
2025-08,12.051044899292899
2025-09,11.560066570478389
2025-10,12.667113640631934
2025-11,11.42745409453287
2025-12,11.490470794546578
2026-01,11.926465553992172
2026-02,10.104876402556856
2026-03,11.990754306655978
2026-04,11.160192931404273
2026-05,11.06142788828925
2026-06,12.274200532631678
2026-07,11.730682127082979
2026-08,11.877327539877871
2026-09,11.81174065018582
2026-10,12.284581241985174
2026-11,11.369036088688315
2026-12,11.727333984467267
2027-01,11.514198191435753
2027-02,10.168815175346863
2027-03,12.129569237158668
2027-04,10.745579386658004
2027-05,11.200320195890205
2027-06,12.325117777907595
2027-07,11.328942035083552
2027-08,12.087700235087492
2027-09,11.772781661183249
2027-10,11.915391737283082
2027-11,11.630557491997976
2027-12,11.583323075664968
2028-01,11.213696977168366
2028-02,10.459914065457555
2028-03,11.895697304230614
2028-04,10.531469808973457
2028-05,11.48149983852484
2028-06,12.011869688472173
2028-07,11.20299818684653
2028-08,12.330743709431854
2028-09,11.405276089310751
2028-10,11.882761979301609
2028-11,11.822918519052525
2028-12,11.185374871993332
2029-01,11.279301075397422
2029-02,10.587480100429197
2029-03,11.487581866785806
2029-04,10.684108066014185
2029-05,11.513720121673295
2029-06,11.622720562283044
2029-07,11.415273149229208
2029-08,12.262854734686124
2029-09,11.065274779782625
2029-10,12.132166580743602
2029-11,11.665434390652273
2029-12,10.912246124148098
2030-01,11.550218260269563
2030-02,10.353852346387443
2030-03,11.293697086291942
2030-04,10.950223923987796
2030-05,11.202914515483931
2030-06,11.518279668558849
2030-07,11.641613280301232
2030-08,11.896083934954248
2030-09,11.057381065277069
2030-10,12.296625107073789
2030-11,11.276399073292609
2030-12,10.992801122279129
2031-01,11.644723685215167
2031-02,9.973352034493804
2031-03,11.446686635902022
2031-04,10.963307765299382
2031-05,10.840352890532513
2031-06,11.727183541472932
2031-07,11.559001692623973
2031-08,11.575790169128755
2031-09,11.305233833664861
2031-10,12.120932772659016
2031-11,11.027217403395557
2031-12,11.252130630256477
2032-01,11.394793774686605
2032-02,9.814094623930716
2032-03,11.688583608357067
2032-04,10.65464430157718
